transaction_id,customer_id,transaction_date,sender_id,receiver_id,transaction_amount,avg_amount_30d,amount_vs_avg_ratio,transaction_velocity_1h,transaction_velocity_24h,merchant_name,merchant_risk_score,customer_age_days,is_international,is_new_device,is_new_merchant,hour_of_day,day_of_week,device_type,auth_method,device_risk_score,ip_risk_score,distance_from_home_km,nb_cards_last_30d,failed_auth_last_24h,chargeback_rate_6m,country_origin,currency,fraud_type,is_fraud
TXN008456,CUST1565,2023-01-04 21:57:20,2126,4957,4.11,3.9,1.0512,3,5,Booking,0.056,270,0,0,0,16,6,mobile_android,3DS,0.0103,0.0075,23.2,3,0,0.0139,GB,EUR,none,0
TXN008457,CUST8412,2023-01-04 21:58:00,3218,2235,35.15,33.96,1.0347,1,2,Deliveroo,0.16,156,0,0,0,11,1,mobile_android,PIN,0.0256,0.0267,30.5,1,0,0.0131,BE,USD,none,0
TXN008458,CUST3018,2023-01-04 21:58:40,75,387,23.26,26.91,0.864,0,5,AliExpress,0.937,1947,0,0,0,17,4,tablet,3DS,0.1709,0.1214,10.4,3,0,0.0092,PL,USD,none,0
TXN008459,CUST3314,2023-01-04 21:59:20,5971,765,4.76,5.47,0.8686,1,5,Boulanger,0.288,141,0,0,1,20,1,desktop_mac,3DS,0.1696,0.2472,9.1,1,0,0.0118,PL,GBP,none,0
TXN008460,CUST5412,2023-01-04 22:00:00,514,3908,18.85,22.49,0.8378,3,6,Spotify,0.39,1675,0,0,0,12,6,tablet,3DS,0.3568,0.0258,7.2,1,0,0.0097,DE,USD,none,0
TXN008461,CUST4883,2023-01-04 22:00:40,5090,3984,192.22,223.25,0.861,2,1,Fnac,0.154,100,0,0,0,9,4,desktop_mac,3DS,0.0227,0.1322,11.4,2,1,0.0222,NL,GBP,none,0
TXN008462,CUST9216,2023-01-04 22:01:20,6019,3391,15.9,14.14,1.1237,0,3,IKEA,0.145,787,0,0,0,12,0,tablet,no_auth,0.1271,0.0337,7.6,1,0,0.0789,FR,USD,none,0
TXN008463,CUST7739,2023-01-04 22:02:00,7837,2826,35.7,37.29,0.9571,0,5,Casino GD,0.111,337,0,0,0,16,4,mobile_ios,PIN,0.0227,0.0457,51.1,2,0,0.0417,FR,GBP,none,0
TXN008464,CUST8902,2023-01-04 22:02:40,5207,3829,71.74,77.42,0.9265,1,5,Decathlon,0.393,332,0,0,1,19,5,desktop_mac,3DS,0.0691,0.0348,61.4,1,2,0.0593,CN,EUR,none,0
TXN008465,CUST2189,2023-01-04 22:03:20,5882,179,179.86,149.23,1.2052,1,3,Spotify,0.39,341,0,0,0,12,4,mobile_ios,3DS,0.019,0.039,34.5,3,0,0.0334,ES,EUR,none,0
TXN008466,CUST8156,2023-01-04 22:04:00,7216,1637,17.55,20.09,0.8731,1,5,Apple,0.094,804,0,1,1,13,0,mobile_android,biometric,0.1859,0.2676,21.1,2,2,0.0172,BE,EUR,none,0
TXN008467,CUST8342,2023-01-04 22:04:40,4862,3155,257.1,245.03,1.0492,1,3,Zara,0.158,120,0,0,0,16,2,desktop_mac,3DS,0.0668,0.1032,3.2,1,2,0.0005,CN,CHF,none,0
TXN008468,CUST7884,2023-01-04 22:05:20,5697,3166,54.68,53.44,1.023,1,4,Fnac,0.154,667,0,0,0,9,6,mobile_android,PIN,0.1011,0.183,15.6,2,0,0.0254,GB,EUR,none,0
TXN008469,CUST4157,2023-01-04 22:06:00,5162,1476,53.08,51.92,1.0221,0,10,Auchan,0.097,975,0,0,0,19,5,desktop_windows,3DS,0.0607,0.0133,20.4,1,2,0.0608,BE,CHF,none,0
TXN008470,CUST6520,2023-01-04 22:06:40,4230,1519,76.43,61.5,1.2426,0,8,AliExpress,0.937,262,0,0,0,18,6,tablet,3DS,0.2222,0.0066,19.0,1,2,0.0962,CH,GBP,none,0
TXN008471,CUST2741,2023-01-04 22:07:20,6971,830,68.54,78.7,0.8708,1,5,AliExpress,0.937,676,0,0,1,7,0,desktop_windows,no_auth,0.3982,0.0394,16.5,2,0,0.041,FR,EUR,none,0
TXN008472,CUST4688,2023-01-04 22:08:00,6737,1400,48.12,50.62,0.9504,2,4,Deliveroo,0.16,180,0,0,0,20,2,desktop_mac,PIN,0.0605,0.0158,14.9,1,0,0.0057,PL,EUR,none,0
TXN008473,CUST8485,2023-01-04 22:08:40,3091,2366,85.55,95.56,0.8952,1,3,Leclerc,0.336,258,0,0,0,12,3,desktop_windows,3DS,0.0631,0.0578,1.5,2,0,0.0725,NL,EUR,none,0
TXN008474,CUST6369,2023-01-04 22:09:20,5996,2720,46.01,49.79,0.9239,4,6,Fnac,0.154,913,0,0,1,8,6,desktop_windows,PIN,0.0443,0.0149,18.6,3,1,0.0652,PT,EUR,none,0
TXN008475,CUST6644,2023-01-04 22:10:00,2740,791,86.64,86.74,0.9987,1,5,Amazon,0.251,1168,0,0,0,10,1,tablet,PIN,0.0112,0.0267,5.6,2,1,0.0199,CN,GBP,none,0
TXN008476,CUST5023,2023-01-04 22:10:40,2877,3539,36.36,30.98,1.1733,2,4,Apple,0.094,271,0,0,0,12,6,mobile_android,3DS,0.0807,0.2291,35.4,2,0,0.0256,GB,EUR,none,0
TXN008477,CUST1716,2023-01-04 22:11:20,2032,715,211.09,173.83,1.2143,3,6,Amazon,0.251,702,0,0,0,15,2,mobile_android,PIN,0.1269,0.1296,1.0,3,0,0.0303,FR,EUR,none,0
TXN008478,CUST4967,2023-01-04 22:12:00,3192,1303,59.79,61.07,0.9789,3,9,Amazon,0.251,1090,0,0,1,8,3,mobile_android,PIN,0.1005,0.0308,6.4,2,0,0.0719,BE,EUR,none,0
TXN008479,CUST8423,2023-01-04 22:12:40,3407,1459,38.49,34.07,1.1294,1,6,Zara,0.158,216,0,0,0,18,2,mobile_ios,biometric,0.2648,0.0436,22.6,3,0,0.0161,NL,USD,none,0
TXN008480,CUST7450,2023-01-04 22:13:20,3991,1130,48.73,43.73,1.1141,2,4,H&M,0.202,14,0,0,0,17,3,desktop_mac,PIN,0.2634,0.0572,6.5,2,0,0.0032,CH,CHF,none,0
TXN008481,CUST4215,2023-01-04 22:14:00,531,4776,22.41,24.26,0.9234,1,4,Apple,0.094,43,0,0,0,21,0,mobile_ios,PIN,0.0018,0.0135,2.2,3,0,0.0208,PT,EUR,none,0
TXN008482,CUST8825,2023-01-04 22:14:40,4166,3256,18.61,15.66,1.1876,1,3,Western Union,0.591,1732,0,0,0,10,1,desktop_windows,3DS,0.3448,0.0205,39.4,3,1,0.0601,PT,USD,none,0
TXN008483,CUST1390,2023-01-04 22:15:20,434,4983,10.74,10.39,1.0327,2,8,AliExpress,0.937,766,0,0,1,9,4,mobile_ios,PIN,0.0991,0.1231,8.4,2,0,0.0409,CN,EUR,none,0
TXN008484,CUST4037,2023-01-04 22:16:00,5309,1224,14.02,12.5,1.1207,0,3,IKEA,0.145,64,0,0,0,13,4,mobile_ios,3DS,0.2188,0.0375,9.1,2,0,0.037,NL,EUR,none,0
TXN008485,CUST1232,2023-01-04 22:16:40,7571,2062,35.34,41.73,0.8467,1,2,Apple,0.094,2036,0,0,0,20,2,mobile_android,biometric,0.3195,0.1753,4.7,2,1,0.0013,DE,EUR,none,0
TXN008486,CUST4131,2023-01-04 22:17:20,1630,3823,18.51,18.77,0.9856,2,5,Apple,0.094,110,0,0,0,18,2,mobile_android,3DS,0.0336,0.1263,11.7,1,1,0.0087,IT,EUR,none,0
TXN008487,CUST8634,2023-01-04 22:18:00,3734,1776,30.59,34.53,0.8856,0,5,Booking,0.056,163,0,0,0,15,1,tablet,3DS,0.05,0.2055,10.1,1,0,0.0401,CN,GBP,none,0
TXN008488,CUST1233,2023-01-04 22:18:40,7555,4922,252.82,224.58,1.1257,2,2,Amazon,0.251,273,0,0,0,20,5,desktop_windows,signature,0.1113,0.3612,4.7,3,0,0.0059,DE,EUR,none,0
TXN008489,CUST2391,2023-01-04 22:19:20,3708,2806,5.9,4.97,1.1847,1,5,Spotify,0.39,1409,0,0,0,16,4,mobile_ios,PIN,0.2835,0.0367,34.8,3,0,0.0224,BE,USD,none,0
TXN008490,CUST1889,2023-01-04 22:20:00,6277,4159,224.04,228.82,0.9791,1,4,SNCF,0.158,36,0,0,0,8,1,desktop_windows,3DS,0.1638,0.2678,2.7,1,0,0.0823,PL,EUR,none,0
TXN008491,CUST8902,2023-01-04 22:20:40,3294,3304,7.72,9.23,0.8355,3,6,SNCF,0.158,579,0,0,0,17,6,desktop_windows,3DS,0.0575,0.0472,18.6,1,2,0.0274,ES,USD,none,0
TXN008492,CUST1745,2023-01-04 22:21:20,67,4067,18.53,21.31,0.8691,1,4,Spotify,0.39,614,0,0,0,9,3,tablet,3DS,0.1769,0.0877,43.0,1,1,0.111,ES,EUR,none,0
TXN008493,CUST1427,2023-01-04 22:22:00,6076,1826,503.86,417.34,1.2073,2,2,Leclerc,0.336,37,0,0,0,9,3,desktop_windows,biometric,0.1365,0.1512,64.2,1,1,0.0662,IT,GBP,none,0
TXN008494,CUST1731,2023-01-04 22:22:40,2855,416,19.88,22.52,0.8824,3,4,PayPal,0.41,267,0,0,0,9,0,desktop_mac,PIN,0.2183,0.1911,25.4,3,2,0.1157,CH,EUR,none,0
TXN008495,CUST1799,2023-01-04 22:23:20,2279,3878,127.5,115.78,1.1011,0,3,Zara,0.158,157,0,0,0,15,3,mobile_android,biometric,0.0586,0.2517,8.8,2,0,0.123,ES,CHF,none,0
TXN008496,CUST7507,2023-01-04 22:24:00,668,2428,76.04,70.82,1.0736,0,4,Fnac,0.154,232,0,0,0,16,2,mobile_ios,biometric,0.0249,0.0196,7.1,1,1,0.0076,CH,EUR,none,0
TXN008497,CUST8025,2023-01-04 22:24:40,3969,3950,23.09,23.11,0.9987,1,4,Amazon,0.251,647,0,0,0,12,4,mobile_ios,PIN,0.078,0.1349,20.4,1,0,0.0206,BE,EUR,none,0
TXN008498,CUST8624,2023-01-04 22:25:20,150,4965,6.98,8.12,0.8585,4,4,Amazon,0.251,980,0,0,0,15,2,desktop_mac,3DS,0.1685,0.311,2.2,1,0,0.0563,DE,USD,none,0
TXN008499,CUST9326,2023-01-04 22:26:00,1133,3995,163.69,148.85,1.0996,2,7,Netflix,0.188,1720,0,0,0,20,4,mobile_android,biometric,0.1627,0.0672,13.5,2,0,0.1027,GB,GBP,none,0
TXN008500,CUST6383,2023-01-04 22:26:40,5549,2261,27.11,22.71,1.1932,1,3,Booking,0.056,96,0,0,0,10,3,desktop_windows,3DS,0.0609,0.3222,17.2,1,0,0.0493,NL,EUR,none,0
TXN008501,CUST7207,2023-01-04 22:27:20,7663,3725,169.91,201.54,0.843,0,7,IKEA,0.145,207,1,0,0,19,5,mobile_android,biometric,0.0197,0.1335,23.2,2,0,0.0403,CH,USD,none,0
TXN008502,CUST3538,2023-01-04 22:28:00,4915,2421,4.77,3.91,1.2168,1,6,AliExpress,0.937,533,0,0,0,10,6,tablet,3DS,0.2953,0.0033,17.6,2,0,0.0117,NL,GBP,none,0
TXN008503,CUST4718,2023-01-04 22:28:40,4711,421,101.55,117.5,0.8642,2,7,Zara,0.158,120,0,0,0,7,0,tablet,3DS,0.3559,0.0929,26.8,3,1,0.0456,PL,EUR,none,0
TXN008504,CUST9232,2023-01-04 22:29:20,5201,429,55.44,44.52,1.245,3,5,SNCF,0.158,326,0,0,0,17,1,desktop_mac,3DS,0.319,0.1067,3.5,2,0,0.0154,FR,EUR,none,0
TXN008505,CUST4367,2023-01-04 22:30:00,5738,4222,79.88,64.14,1.2452,2,0,Leclerc,0.336,592,0,0,0,13,0,tablet,3DS,0.0528,0.0144,28.9,3,0,0.0011,PL,USD,none,0
TXN008506,CUST6008,2023-01-04 22:30:40,5939,4138,17.05,13.93,1.2231,0,5,Casino GD,0.111,31,0,0,0,8,1,tablet,signature,0.2628,0.13,9.7,1,1,0.0783,FR,EUR,none,0
TXN008507,CUST6229,2023-01-04 22:31:20,540,1128,51.64,61.25,0.843,0,5,Spotify,0.39,2107,0,0,0,14,1,desktop_windows,biometric,0.0595,0.0877,30.2,1,0,0.0022,US,EUR,none,0
TXN008508,CUST8388,2023-01-04 22:32:00,5882,4002,50.42,42.9,1.175,3,8,Western Union,0.591,46,0,0,1,17,5,desktop_mac,PIN,0.0238,0.0707,7.6,1,0,0.0659,CH,EUR,none,0
TXN008509,CUST3415,2023-01-04 22:32:40,6130,2422,48.01,56.66,0.8472,1,1,Apple,0.094,245,1,0,0,15,6,desktop_mac,3DS,0.0948,0.0538,15.3,2,0,0.0171,US,GBP,none,0
TXN008510,CUST8171,2023-01-04 22:33:20,1822,2122,192.9,195.42,0.9871,1,3,Amazon,0.251,1064,0,1,0,18,6,mobile_ios,PIN,0.2784,0.1615,23.2,1,0,0.1275,CH,EUR,none,0
TXN008511,CUST3949,2023-01-04 22:34:00,7656,2715,74.26,79.92,0.9291,1,7,Netflix,0.188,998,0,0,0,21,3,mobile_android,biometric,0.1094,0.0144,5.0,1,0,0.1339,DE,EUR,none,0
TXN008512,CUST5261,2023-01-04 22:34:40,7176,80,4.92,5.01,0.9801,2,2,H&M,0.202,646,0,0,0,20,5,desktop_mac,3DS,0.131,0.0611,20.7,1,1,0.0269,US,EUR,none,0
TXN008513,CUST6145,2023-01-04 22:35:20,475,1706,21.09,21.01,1.0033,0,5,Deliveroo,0.16,65,0,1,0,12,5,tablet,3DS,0.2234,0.0969,16.1,1,0,0.0158,PT,EUR,none,0
TXN008514,CUST4466,2023-01-04 22:36:00,2302,794,15.09,13.66,1.1039,2,2,Decathlon,0.393,660,0,0,0,15,3,desktop_mac,PIN,0.0608,0.49,23.9,1,0,0.046,CN,EUR,none,0
TXN008515,CUST4088,2023-01-04 22:36:40,3625,2356,8.09,7.72,1.0466,2,4,Spotify,0.39,1655,0,0,1,10,2,mobile_android,biometric,0.3015,0.1555,21.1,1,1,0.0089,NL,USD,none,0
TXN008516,CUST2115,2023-01-04 22:37:20,2541,3739,221.14,191.66,1.1538,1,7,Western Union,0.591,584,0,0,0,8,3,tablet,PIN,0.1742,0.0364,2.4,2,1,0.0263,DE,EUR,none,0
TXN008517,CUST5578,2023-01-04 22:38:00,2713,4514,32.86,31.88,1.0304,3,3,Auchan,0.097,201,0,0,0,11,6,mobile_android,3DS,0.0015,0.0067,17.4,2,0,0.0067,CH,EUR,none,0
TXN008518,CUST3590,2023-01-04 22:38:40,2619,45,2566.6,36.35,15.8161,7,10,Coinbase,0.901,28,1,0,0,2,4,mobile_android,PIN,0.902,0.8671,367.9,1,1,0.6408,RU,GBP,CNP_ecommerce,1
TXN008519,CUST8372,2023-01-04 22:39:20,7373,2051,21.14,24.91,0.8483,3,10,Spotify,0.39,584,0,0,0,7,6,tablet,PIN,0.0572,0.2014,20.0,1,0,0.0122,NL,EUR,none,0
TXN008520,CUST4573,2023-01-04 22:40:00,2850,487,156.47,169.8,0.9214,2,4,Booking,0.056,635,0,0,0,17,3,tablet,signature,0.0256,0.0403,12.6,2,0,0.0419,PL,EUR,none,0
TXN008521,CUST3978,2023-01-04 22:40:40,3239,2713,14.23,12.4,1.1467,1,5,Zara,0.158,1590,0,0,0,8,2,mobile_ios,PIN,0.2891,0.3049,17.6,2,1,0.1444,CN,EUR,none,0
TXN008522,CUST8313,2023-01-04 22:41:20,7495,4801,85.6,90.74,0.9433,2,7,H&M,0.202,816,0,0,0,21,5,tablet,PIN,0.0215,0.0728,2.2,1,0,0.1235,PL,USD,none,0
TXN008523,CUST8022,2023-01-04 22:42:00,7028,4050,59.59,59.79,0.9965,3,5,Netflix,0.188,457,0,1,0,10,6,tablet,PIN,0.2058,0.1821,1.9,3,2,0.0201,FR,USD,none,0
TXN008524,CUST5975,2023-01-04 22:42:40,7894,233,61.54,55.94,1.0999,2,4,IKEA,0.145,424,0,0,0,15,6,desktop_mac,PIN,0.0795,0.1634,17.4,2,0,0.0857,CH,EUR,none,0
TXN008525,CUST5925,2023-01-04 22:43:20,5345,1317,38.49,35.99,1.0692,4,4,Netflix,0.188,135,0,0,0,20,3,desktop_mac,3DS,0.0426,0.257,7.9,1,0,0.0305,NL,USD,none,0
TXN008526,CUST9047,2023-01-04 22:44:00,6574,3567,10.54,11.82,0.891,2,8,Uber,0.296,657,0,0,0,19,1,mobile_android,3DS,0.1826,0.1962,6.5,1,0,0.01,CH,EUR,none,0
TXN008527,CUST9090,2023-01-04 22:44:40,6950,2701,16.07,13.18,1.2183,0,4,Netflix,0.188,428,1,0,0,9,6,mobile_ios,3DS,0.1135,0.115,32.7,2,0,0.0943,BE,GBP,none,0
TXN008528,CUST9051,2023-01-04 22:45:20,5599,1612,1412.81,1357.27,1.0409,4,3,IKEA,0.145,754,0,0,0,17,2,mobile_ios,3DS,0.0136,0.0216,29.2,1,1,0.0313,PL,EUR,none,0
TXN008529,CUST6292,2023-01-04 22:46:00,2157,1098,117.94,115.88,1.0177,4,6,SNCF,0.158,284,0,0,0,15,3,desktop_mac,PIN,0.0858,0.1638,0.3,1,0,0.0355,CN,EUR,none,0
TXN008530,CUST7645,2023-01-04 22:46:40,3489,4705,12.62,11.66,1.0814,1,3,Decathlon,0.393,178,0,0,0,7,5,mobile_android,PIN,0.0449,0.03,11.5,1,0,0.0162,FR,USD,none,0
TXN008531,CUST6403,2023-01-04 22:47:20,5493,1643,22.08,20.91,1.0554,3,2,Fnac,0.154,148,0,0,0,19,1,desktop_windows,3DS,0.0087,0.0087,10.6,1,0,0.0132,PT,USD,none,0
TXN008532,CUST4430,2023-01-04 22:48:00,2804,4176,87.6,100.27,0.8736,1,2,SNCF,0.158,370,0,0,0,11,5,tablet,3DS,0.0134,0.0378,2.9,1,1,0.0132,FR,EUR,none,0
TXN008533,CUST2995,2023-01-04 22:48:40,4374,1729,11.22,13.04,0.8598,1,7,Netflix,0.188,18,0,0,0,17,5,mobile_ios,PIN,0.1357,0.0344,20.4,1,0,0.093,DE,GBP,none,0
TXN008534,CUST7030,2023-01-04 22:49:20,3483,2603,93.26,91.55,1.0186,1,3,Coinbase,0.901,97,0,0,0,17,5,tablet,PIN,0.0194,0.0382,4.9,1,0,0.1382,GB,EUR,none,0
TXN008535,CUST4891,2023-01-04 22:50:00,5311,2281,61.25,51.01,1.2005,1,5,Spotify,0.39,90,0,0,0,12,2,desktop_mac,3DS,0.1398,0.1486,4.9,1,0,0.0505,US,EUR,none,0
TXN008536,CUST8145,2023-01-04 22:50:40,2715,3755,25.12,21.57,1.164,1,9,AliExpress,0.937,163,0,0,0,18,4,desktop_mac,3DS,0.0184,0.0202,2.3,1,0,0.0686,CN,USD,none,0
TXN008537,CUST9498,2023-01-04 22:51:20,5141,779,57.24,49.47,1.1568,0,6,Casino GD,0.111,551,0,0,0,21,6,desktop_windows,no_auth,0.1958,0.4375,10.2,1,1,0.0192,PL,EUR,none,0
TXN008538,CUST3102,2023-01-04 22:52:00,7093,3817,101.35,99.56,1.0179,0,1,Booking,0.056,95,0,0,0,16,4,mobile_ios,PIN,0.1064,0.1302,3.5,1,0,0.0154,GB,EUR,none,0
TXN008539,CUST4030,2023-01-04 22:52:40,5795,2902,193.51,229.54,0.843,0,3,PayPal,0.41,62,0,0,0,17,2,desktop_windows,PIN,0.2633,0.0156,27.6,1,2,0.0505,BE,EUR,none,0
TXN008540,CUST9524,2023-01-04 22:53:20,250,3106,30.74,32.27,0.9523,2,4,Zara,0.158,90,0,0,0,14,6,desktop_mac,PIN,0.2297,0.0592,4.7,1,0,0.0864,CH,EUR,none,0
TXN008541,CUST9107,2023-01-04 22:54:00,559,2026,236.47,210.72,1.1221,6,11,Casino GD,0.111,272,0,0,0,16,1,mobile_ios,3DS,0.2031,0.0339,9.5,1,2,0.0091,GB,EUR,none,0
TXN008542,CUST1242,2023-01-04 22:54:40,1586,1603,161.23,150.12,1.0739,3,5,Binance,0.703,108,0,0,0,17,6,desktop_windows,3DS,0.0318,0.1604,0.6,2,0,0.1028,DE,GBP,none,0
TXN008543,CUST2884,2023-01-04 22:55:20,3447,761,39.91,40.74,0.9794,2,7,Spotify,0.39,48,0,0,0,15,3,mobile_ios,3DS,0.1629,0.1289,14.5,1,0,0.0769,PL,GBP,none,0
TXN008544,CUST9015,2023-01-04 22:56:00,5770,4045,241.11,216.17,1.1153,2,5,Deliveroo,0.16,255,0,0,0,16,2,mobile_ios,3DS,0.2174,0.0463,14.2,1,0,0.0584,US,GBP,none,0
TXN008545,CUST7747,2023-01-04 22:56:40,3695,4922,90.23,90.18,1.0004,1,5,Boulanger,0.288,1267,0,0,0,14,1,mobile_android,PIN,0.1754,0.0642,9.9,1,0,0.0627,PL,EUR,none,0
TXN008546,CUST9494,2023-01-04 22:57:20,2332,2827,205.7,189.2,1.0872,0,6,Zara,0.158,1819,0,0,0,21,3,desktop_mac,3DS,0.0211,0.0592,15.3,3,0,0.0703,GB,GBP,none,0
TXN008547,CUST5330,2023-01-04 22:58:00,4840,4658,8.76,9.08,0.9637,3,2,Deliveroo,0.16,745,0,0,0,16,3,desktop_windows,PIN,0.1885,0.2601,6.0,1,0,0.0895,PL,USD,none,0
TXN008548,CUST8863,2023-01-04 22:58:40,7973,2670,6.68,6.83,0.9766,1,7,Coinbase,0.901,357,0,0,1,7,1,tablet,3DS,0.0106,0.0444,8.1,1,0,0.0122,PL,EUR,none,0
TXN008549,CUST4109,2023-01-04 22:59:20,6825,4296,20.49,24.54,0.8346,1,8,Boulanger,0.288,66,0,0,0,19,0,desktop_windows,PIN,0.1683,0.0238,5.9,1,2,0.0617,PT,EUR,none,0
TXN008550,CUST3186,2023-01-04 23:00:00,5089,3942,48.01,47.43,1.012,0,9,H&M,0.202,1826,1,0,0,11,3,desktop_windows,biometric,0.0825,0.3679,1.4,3,2,0.0103,PL,EUR,none,0
TXN008551,CUST2550,2023-01-04 23:00:40,1725,1487,30.07,26.99,1.1137,0,5,IKEA,0.145,539,0,0,0,7,2,mobile_ios,3DS,0.0102,0.0234,6.3,2,0,0.0304,DE,EUR,none,0
TXN008552,CUST1646,2023-01-04 23:01:20,1587,1014,200.65,188.91,1.0621,1,3,Western Union,0.591,1102,0,0,1,19,3,mobile_android,biometric,0.2831,0.1294,1.9,1,0,0.0927,CN,EUR,none,0
TXN008553,CUST7144,2023-01-04 23:02:00,6664,4126,85.93,99.92,0.8599,3,7,Western Union,0.591,172,0,0,0,11,6,desktop_mac,3DS,0.0057,0.0457,14.8,3,2,0.0227,DE,GBP,none,0
TXN008554,CUST5656,2023-01-04 23:02:40,4837,4024,15.67,14.61,1.0718,2,1,Zara,0.158,212,0,0,0,9,1,tablet,3DS,0.4138,0.1429,31.9,3,0,0.1016,DE,EUR,none,0
TXN008555,CUST9904,2023-01-04 23:03:20,1906,4093,18.77,17.27,1.0862,0,7,Deliveroo,0.16,334,0,0,0,16,6,mobile_ios,3DS,0.4078,0.1526,1.3,1,1,0.0708,GB,EUR,none,0
TXN008556,CUST1537,2023-01-04 23:04:00,7610,361,263.86,259.01,1.0187,1,8,Leclerc,0.336,408,0,0,0,14,4,tablet,PIN,0.1521,0.0532,3.9,1,1,0.0188,FR,EUR,none,0
TXN008557,CUST7572,2023-01-04 23:04:40,2793,4037,458.32,432.65,1.0593,2,6,IKEA,0.145,193,0,0,0,8,4,desktop_windows,PIN,0.3168,0.0328,32.7,1,0,0.0042,DE,EUR,none,0
TXN008558,CUST1234,2023-01-04 23:05:20,6589,403,12.58,10.5,1.197,1,6,Amazon,0.251,1014,0,0,1,21,6,mobile_ios,3DS,0.1054,0.1903,29.1,1,2,0.0411,PL,EUR,none,0
TXN008559,CUST7539,2023-01-04 23:06:00,417,1585,352.22,287.15,1.2266,2,5,Boulanger,0.288,24,0,0,0,11,2,desktop_mac,3DS,0.0427,0.0749,1.0,2,0,0.0481,ES,USD,none,0
TXN008560,CUST2374,2023-01-04 23:06:40,2579,1250,82.29,70.41,1.1686,1,1,MoneyGram,0.783,71,0,0,0,20,6,desktop_mac,3DS,0.1463,0.0328,6.8,2,2,0.0055,ES,EUR,none,0
TXN008561,CUST2909,2023-01-04 23:07:20,3614,4685,281.82,315.6,0.8929,3,3,Casino GD,0.111,57,1,0,0,21,0,mobile_android,PIN,0.0018,0.0308,13.9,1,0,0.044,CN,EUR,none,0
TXN008562,CUST8218,2023-01-04 23:08:00,6606,113,189.33,223.17,0.8483,2,3,Decathlon,0.393,921,0,0,0,21,3,desktop_mac,biometric,0.0395,0.0574,6.4,2,2,0.0546,GB,GBP,none,0
TXN008563,CUST1080,2023-01-04 23:08:40,5262,4030,107.85,88.81,1.2143,1,7,SNCF,0.158,2025,0,1,0,12,0,desktop_windows,no_auth,0.1207,0.0293,17.4,2,0,0.001,CN,USD,none,0
TXN008564,CUST3083,2023-01-04 23:09:20,804,3993,18.88,22.17,0.8512,1,5,Netflix,0.188,821,0,0,0,14,6,tablet,PIN,0.0252,0.1995,11.3,3,0,0.0453,NL,USD,none,0
TXN008565,CUST2690,2023-01-04 23:10:00,2951,4558,2.19,1.9,1.1466,1,2,Apple,0.094,29,0,1,0,8,3,mobile_android,PIN,0.1202,0.3419,8.3,1,2,0.1774,IT,EUR,none,0
TXN008566,CUST1756,2023-01-04 23:10:40,4212,2590,163.18,170.39,0.9576,2,6,Decathlon,0.393,502,0,1,0,12,5,mobile_ios,PIN,0.0784,0.104,49.0,1,1,0.0272,PT,EUR,none,0
TXN008567,CUST3670,2023-01-04 23:11:20,3179,4167,106.95,97.46,1.0973,1,7,Zara,0.158,59,0,0,0,21,4,mobile_ios,3DS,0.1908,0.061,54.9,1,0,0.077,CN,EUR,none,0
TXN008568,CUST4751,2023-01-04 23:12:00,1570,1274,211.8,189.05,1.1203,1,4,Amazon,0.251,975,0,0,0,21,5,mobile_android,biometric,0.1752,0.0348,11.1,2,0,0.0026,CH,EUR,none,0
TXN008569,CUST9659,2023-01-04 23:12:40,3250,1218,61.76,70.53,0.8755,2,6,Amazon,0.251,932,0,0,0,20,6,tablet,3DS,0.3256,0.1851,18.7,3,0,0.0819,BE,USD,none,0
TXN008570,CUST6261,2023-01-04 23:13:20,6176,1315,486.31,527.85,0.9213,5,2,Steam,0.394,1929,0,0,0,15,0,mobile_ios,3DS,0.1055,0.1581,5.4,1,0,0.1201,ES,EUR,none,0
TXN008571,CUST7852,2023-01-04 23:14:00,298,2987,78.8,67.0,1.1759,1,5,Carrefour,0.333,249,0,0,0,10,6,desktop_windows,3DS,0.0074,0.3819,3.4,3,0,0.0702,NL,USD,none,0
TXN008572,CUST2494,2023-01-04 23:14:40,3233,4531,257.77,271.48,0.9495,1,7,Spotify,0.39,15,0,0,0,12,0,mobile_ios,biometric,0.1017,0.1019,12.5,3,1,0.1693,US,EUR,none,0
TXN008573,CUST6740,2023-01-04 23:15:20,6007,2238,10.69,11.64,0.9176,1,5,Booking,0.056,1578,0,0,0,17,2,desktop_mac,PIN,0.3696,0.0738,8.9,3,0,0.0142,CH,USD,none,0
TXN008574,CUST9055,2023-01-04 23:16:00,782,1788,20.81,21.81,0.9537,1,3,Uber,0.296,1036,0,0,0,8,5,mobile_ios,3DS,0.0351,0.0944,7.6,1,0,0.0365,GB,EUR,none,0
TXN008575,CUST1901,2023-01-04 23:16:40,3033,401,224.71,195.71,1.1481,2,7,Casino GD,0.111,97,0,0,0,19,2,desktop_windows,signature,0.5501,0.0876,20.3,1,0,0.0379,CN,USD,none,0
TXN008576,CUST1672,2023-01-04 23:17:20,4508,4019,139.74,112.47,1.2424,2,3,Fnac,0.154,2161,0,0,0,15,3,mobile_android,PIN,0.323,0.0215,29.1,1,0,0.0246,CN,EUR,none,0
TXN008577,CUST9630,2023-01-04 23:18:00,4722,2716,123.83,104.0,1.1906,1,3,Spotify,0.39,171,0,0,0,10,2,desktop_mac,3DS,0.2166,0.002,6.0,1,1,0.0524,CH,GBP,none,0
